customer_id,age,gender,tenure,num_claims,claim_amount_total,policy_type,premium,payment_method,region,previous_renewals,satisfaction_score,has_complaint,churn
101719,67,M,19,1,798.93,standard,3957.83,credit_card,south,21,8.5,0,1
101720,84,F,13,0,5325.65,basic,3278.52,cash,north,15,8.7,0,0
101721,61,F,11,1,5090.16,standard,3314.95,credit_card,south,12,4.7,0,0
101722,75,F,3,2,11806.19,basic,2950.06,bank_transfer,south,3,5.8,0,0
101723,20,F,6,2,9000.55,standard,3732.66,bank_transfer,north,8,4.2,0,0
101724,19,M,10,1,7345.62,standard,3427.68,cash,south,11,7.0,0,0
101725,61,F,19,1,158.42,standard,3282.88,credit_card,north,17,8.9,0,0
101726,19,F,1,2,11231.41,basic,3124.78,credit_card,south,0,6.9,0,0
101727,52,M,3,1,2348.93,basic,2699.69,credit_card,south,5,6.7,0,0
101728,47,F,6,0,1822.78,basic,3087.11,credit_card,east,7,9.0,0,0
101729,25,M,0,1,10530.11,basic,2806.38,credit_card,north,1,6.2,0,1
101730,39,M,14,0,965.49,premium,4718.94,credit_card,west,16,9.3,1,0
101731,61,F,19,3,4223.63,standard,3431.42,credit_card,west,18,3.2,1,1
101732,75,M,7,2,11911.12,standard,2989.85,credit_card,east,5,6.9,0,0
101733,53,M,4,0,185.75,basic,3672.89,credit_card,east,2,7.8,0,0
101734,48,M,13,1,3367.49,standard,2668.6,credit_card,east,12,5.4,0,0
101735,64,F,17,0,1027.28,premium,5168.9,bank_transfer,west,15,6.3,0,0
101736,72,M,2,2,2574.7,premium,5149.31,bank_transfer,east,0,4.4,1,0
101737,79,M,1,0,2315.69,standard,3381.69,credit_card,east,0,6.0,0,1
101738,47,F,15,1,2600.03,standard,3121.63,bank_transfer,north,13,8.6,0,0
101739,72,F,13,0,2780.49,basic,4178.48,credit_card,east,13,7.3,0,0
101740,33,M,15,1,10355.06,standard,3146.63,credit_card,north,17,6.1,0,0
101741,29,F,10,0,8078.82,premium,4796.73,credit_card,east,9,5.8,0,0
101742,34,F,16,2,7766.05,basic,3271.21,credit_card,south,14,7.4,0,0
101743,33,F,2,1,6105.64,standard,3766.43,credit_card,south,2,8.1,0,0
101744,29,M,4,1,4997.3,basic,3492.79,credit_card,south,6,7.6,0,0
101745,25,F,2,2,10655.23,premium,5731.76,bank_transfer,south,1,4.7,0,0
101746,20,M,14,0,245.73,basic,3848.11,credit_card,north,12,7.1,0,0
101747,33,M,4,1,10251.22,standard,3827.97,credit_card,east,2,7.0,0,0
101748,47,M,2,0,10487.07,basic,3048.05,bank_transfer,north,0,7.3,0,0
101749,40,F,5,0,791.59,standard,3851.42,credit_card,north,6,3.9,0,0
101750,22,M,13,1,7712.79,standard,3434.34,credit_card,north,13,7.1,0,0
101751,82,M,1,1,4656.81,standard,3290.13,credit_card,west,3,3.4,0,0
101752,47,F,17,1,2285.66,standard,3918.27,credit_card,east,16,9.2,0,0
101753,38,F,5,0,997.64,basic,4039.58,credit_card,west,4,5.3,0,0
101754,39,F,4,0,945.26,standard,3760.15,bank_transfer,south,4,9.2,0,0
101755,49,M,13,1,8237.79,basic,2748.34,credit_card,south,13,6.2,0,1
101756,50,M,16,1,5749.2,basic,3336.53,credit_card,west,14,6.5,0,0
101757,33,F,10,1,11195.21,basic,3207.02,credit_card,north,9,6.7,0,0
101758,55,M,0,0,1971.56,standard,2593.27,bank_transfer,south,0,6.8,0,0
101759,31,F,9,1,9134.87,standard,2722.18,credit_card,south,9,3.2,0,0
101760,53,M,8,1,7374.55,basic,2950.63,credit_card,east,8,6.0,0,0
101761,40,F,19,1,6867.34,basic,3671.95,credit_card,north,19,5.8,0,0
101762,83,M,11,0,7557.91,standard,3554.56,credit_card,west,13,4.4,0,0
101763,19,M,0,1,7645.58,standard,2876.07,credit_card,north,2,5.3,0,0
101764,82,F,17,1,4584.71,premium,4578.06,credit_card,north,15,6.9,0,0
101765,84,M,11,1,612.19,basic,3287.76,bank_transfer,north,11,4.8,1,0
101766,69,M,1,1,8373.36,standard,3667.23,credit_card,south,0,6.3,0,0
101767,79,F,0,0,4418.66,premium,4723.07,credit_card,south,0,7.3,1,0
101768,40,M,0,1,8696.79,standard,3637.18,credit_card,south,2,6.1,0,0
101769,43,M,0,1,4520.7,standard,2982.97,credit_card,west,1,5.4,0,1
101770,72,M,11,1,845.05,standard,3637.48,credit_card,west,13,6.2,0,0
101771,23,M,6,0,2102.92,premium,5586.51,bank_transfer,west,4,7.3,0,0
101772,52,M,3,0,6232.05,standard,2846.4,credit_card,north,5,4.8,1,0
101773,39,F,19,0,4636.99,basic,3342.68,cash,west,19,7.2,0,0
101774,60,F,3,0,5233.01,basic,3308.91,bank_transfer,east,3,8.8,0,0
101775,32,M,14,1,3502.96,standard,3282.76,credit_card,south,13,5.2,0,0
101776,77,M,0,0,1425.34,basic,2495.48,cash,north,1,7.8,0,1
101777,29,F,5,2,10572.14,basic,3152.94,bank_transfer,north,7,4.5,1,0
101778,66,F,13,0,13467.65,standard,3475.25,cash,west,14,6.9,0,0
101779,59,M,13,1,1562.02,basic,3106.24,credit_card,north,12,5.3,0,0
101780,55,F,9,1,6124.88,standard,2672.6,credit_card,south,9,4.5,1,1
101781,62,F,6,0,1990.92,basic,3840.32,cash,north,4,6.5,0,0
101782,52,M,11,0,2478.03,standard,3439.63,bank_transfer,west,13,7.2,0,0
101783,47,M,18,0,7908.34,basic,3824.01,cash,west,18,7.1,0,0
101784,47,M,8,0,3999.45,standard,3240.68,cash,east,7,5.7,0,0
101785,23,F,2,0,4946.65,standard,3065.92,bank_transfer,south,0,5.7,0,0
101786,84,F,3,0,6487.66,premium,5552.54,credit_card,south,3,8.4,0,0
101787,24,F,12,1,8023.8,standard,3197.1,bank_transfer,north,12,5.0,0,0
101788,69,M,9,1,2676.56,basic,3076.54,bank_transfer,south,9,6.8,0,0
101789,31,F,13,0,7252.44,premium,5673.68,credit_card,north,15,5.6,0,0
101790,32,F,5,0,1187.75,standard,3638.73,credit_card,north,7,6.0,0,0
101791,38,F,7,1,2521.13,basic,2945.31,bank_transfer,north,5,2.9,1,0
101792,52,M,18,0,4492.07,basic,3698.9,bank_transfer,west,20,7.3,0,0
101793,83,F,9,0,8776.94,basic,2657.53,credit_card,south,8,6.5,0,0
101794,19,M,4,2,1657.52,basic,3031.89,bank_transfer,north,2,5.0,0,0
101795,52,F,4,1,4405.63,basic,3289.2,cash,east,4,8.2,0,0
101796,37,F,4,0,2632.01,basic,2846.53,credit_card,north,3,5.6,0,0
101797,27,M,8,2,234.23,basic,3391.97,credit_card,north,8,7.1,0,0
101798,42,F,8,2,2160.61,standard,3331.03,bank_transfer,south,6,6.3,0,0
101799,83,M,14,0,2472.47,basic,3506.75,credit_card,north,14,9.1,0,0
101800,42,F,8,1,11310.69,standard,3538.34,bank_transfer,south,9,8.8,0,0
101801,71,M,13,1,1214.74,basic,3210.31,bank_transfer,west,12,5.4,0,0
101802,50,F,5,0,81.3,premium,4729.34,credit_card,south,3,8.5,0,0
101803,53,F,19,3,15746.53,basic,3159.38,bank_transfer,south,17,9.0,0,1
101804,31,M,7,2,4218.23,premium,4984.66,credit_card,east,7,7.2,1,0
101805,82,M,1,0,12660.34,basic,3873.37,credit_card,east,1,6.4,0,0
101806,71,M,4,1,9677.66,premium,4518.03,credit_card,east,3,4.5,0,0
101807,69,M,16,0,4241.18,standard,2977.87,bank_transfer,east,18,3.9,0,0
101808,20,F,9,1,5288.89,basic,2841.32,credit_card,south,8,4.1,1,0
101809,58,F,13,0,3625.5,basic,3889.84,bank_transfer,east,14,10.0,0,0
101810,23,F,17,0,2676.97,premium,5442.05,credit_card,south,16,7.4,0,1
101811,42,F,0,0,5403.32,basic,2560.84,credit_card,east,0,7.3,0,1
101812,30,M,1,2,6738.89,basic,3054.53,credit_card,west,3,5.0,0,0
101813,25,F,3,1,3977.05,basic,2932.5,bank_transfer,east,5,7.2,0,0
101814,38,F,12,1,4550.1,basic,3081.62,bank_transfer,east,11,6.3,0,0
101815,42,M,15,1,12209.38,basic,3544.61,credit_card,north,16,4.7,0,0
101816,62,M,4,2,3962.74,standard,2904.83,bank_transfer,north,3,3.2,0,0
101817,77,M,9,0,3325.52,standard,3422.07,credit_card,north,7,3.7,1,0
101818,29,F,16,1,696.59,basic,3580.51,bank_transfer,south,18,5.6,0,0
101819,49,F,10,0,6176.76,standard,2840.13,bank_transfer,east,8,6.3,1,0
101820,30,F,4,0,3422.11,standard,2875.11,credit_card,west,5,7.8,0,0
101821,48,M,14,0,2230.25,basic,3260.64,bank_transfer,north,15,9.1,0,0
101822,37,F,3,0,4867.4,basic,3938.89,credit_card,south,3,5.5,0,0
101823,35,M,6,2,10989.44,premium,5100.47,cash,west,5,5.6,0,1
101824,77,F,9,0,1058.38,standard,3304.17,credit_card,north,8,9.7,0,0
101825,80,M,3,1,5302.54,standard,2975.39,credit_card,west,2,8.6,0,0
101826,23,M,19,1,2998.11,basic,3128.82,credit_card,south,17,3.6,0,0
101827,49,F,4,1,4441.72,standard,2793.21,credit_card,south,5,8.9,0,0
101828,60,F,4,3,8351.95,basic,3183.16,credit_card,west,5,4.2,0,0
101829,19,M,10,1,2491.07,standard,3427.22,credit_card,north,8,5.8,0,0
101830,77,M,18,2,6682.27,basic,2545.63,credit_card,south,17,6.8,0,0
101831,40,M,4,0,619.57,standard,3217.3,bank_transfer,west,3,6.1,0,0
101832,48,M,7,0,1040.2,premium,5328.13,cash,north,5,6.3,0,1
101833,22,M,6,0,5547.79,standard,3693.06,credit_card,east,6,5.9,0,0
101834,51,F,7,1,2809.3,basic,3548.59,cash,east,7,8.2,0,0
101835,27,F,12,1,18992.82,basic,3041.86,credit_card,west,11,5.3,0,0
101836,19,M,4,2,772.12,standard,2677.8,credit_card,south,3,5.4,0,0
101837,28,F,17,1,6990.57,standard,3104.61,bank_transfer,west,15,6.4,1,0
101838,67,M,8,1,8008.91,standard,3332.5,cash,north,10,3.8,0,0
101839,48,M,1,0,9637.16,premium,4884.58,bank_transfer,east,2,7.7,0,0
101840,73,M,15,2,1657.35,premium,5504.04,cash,south,14,8.0,0,1
101841,26,F,13,1,240.63,standard,3989.44,credit_card,east,12,6.3,0,1
101842,38,M,16,0,7485.06,basic,3707.88,credit_card,north,18,6.1,0,0
101843,45,M,5,3,9222.53,premium,5250.49,bank_transfer,west,5,4.4,0,0
101844,79,M,2,1,6333.75,basic,3033.0,credit_card,south,3,5.7,0,0
101845,24,M,16,0,8987.82,basic,3271.91,bank_transfer,west,18,6.5,0,0
101846,33,M,12,0,2477.52,basic,3565.93,credit_card,south,10,4.9,0,0
101847,21,F,5,1,4404.31,standard,3105.06,bank_transfer,west,5,4.8,0,0
101848,21,F,7,0,8646.39,basic,3354.31,bank_transfer,west,8,5.7,0,0
101849,57,F,5,1,4381.04,basic,2812.4,bank_transfer,south,5,4.4,0,0
101850,34,M,15,1,1571.15,basic,3313.49,cash,west,17,6.6,0,0
101851,69,M,5,1,992.41,basic,3121.67,credit_card,south,6,7.2,0,0
101852,69,M,16,0,662.62,standard,3508.93,credit_card,south,15,6.1,0,0
101853,53,M,2,2,6781.65,standard,2517.98,cash,east,0,5.3,0,0
101854,55,F,11,0,6791.68,standard,3440.55,credit_card,south,11,8.1,0,0
101855,67,M,5,0,13987.91,standard,3134.34,bank_transfer,west,3,6.7,0,0
101856,80,M,6,0,767.92,basic,2482.18,credit_card,west,6,8.1,0,0
101857,80,F,10,1,3505.94,standard,3654.78,credit_card,east,10,4.1,0,0
101858,79,M,8,0,5974.3,premium,4722.3,credit_card,east,8,7.5,0,0
101859,24,F,15,0,928.44,basic,3176.0,credit_card,south,13,8.3,0,0
101860,44,M,4,1,3450.79,basic,2281.17,bank_transfer,west,3,10.0,0,0
101861,31,F,14,1,6572.79,basic,3561.02,bank_transfer,south,14,8.5,0,0
101862,22,M,3,0,14236.72,standard,3126.9,credit_card,north,5,6.1,0,0
101863,72,F,4,0,5089.86,standard,3654.1,credit_card,west,6,4.6,1,0
101864,19,M,6,0,2431.06,standard,3019.54,credit_card,north,4,6.5,0,0
101865,79,F,2,1,8507.56,basic,3247.03,cash,west,0,8.1,0,0
101866,38,M,3,2,2917.12,standard,3357.62,credit_card,north,5,4.6,1,0
101867,38,F,14,1,4748.35,premium,5372.1,bank_transfer,east,13,6.7,0,1
101868,27,M,1,0,6136.19,basic,2855.51,credit_card,north,0,5.7,0,0
101869,75,M,4,0,9038.59,standard,2713.48,bank_transfer,west,5,6.9,0,0
101870,56,F,6,1,3251.91,standard,2775.86,credit_card,east,6,6.9,0,0
101871,22,F,16,1,8473.84,standard,3592.14,credit_card,west,18,7.7,0,0
101872,82,M,7,0,6061.47,standard,2854.42,credit_card,east,5,5.5,0,0
101873,30,F,8,1,10868.83,premium,4893.42,cash,west,10,8.2,0,0
101874,70,M,9,1,1104.49,standard,2850.71,bank_transfer,east,11,6.7,0,0
101875,62,F,10,1,3208.7,basic,3165.61,credit_card,west,8,4.8,0,0
101876,49,F,0,0,6914.32,standard,3133.18,credit_card,south,2,7.4,0,0
101877,53,M,14,0,3736.71,basic,3504.08,cash,east,13,7.1,0,0
101878,77,F,7,0,4454.51,basic,2797.11,cash,west,7,8.2,0,0
101879,28,F,18,1,7188.74,basic,3371.14,credit_card,north,17,5.4,0,0
101880,80,M,11,2,3338.63,basic,2263.28,bank_transfer,north,13,4.8,0,0
101881,38,F,5,0,2814.43,premium,5182.34,cash,north,4,5.5,1,0
101882,69,M,9,1,453.48,standard,2968.78,bank_transfer,north,10,3.5,0,1
101883,72,F,4,1,3053.56,premium,4245.98,credit_card,east,6,6.6,0,0
101884,43,F,6,0,1727.99,premium,4666.04,credit_card,west,7,7.2,0,0
101885,51,M,6,0,571.75,basic,3088.51,bank_transfer,north,5,4.4,0,0
101886,69,F,8,0,1881.85,basic,2909.46,cash,east,6,7.8,0,0
101887,69,F,14,2,12592.98,basic,3297.48,bank_transfer,south,14,7.0,0,0
101888,46,F,5,1,1989.0,standard,3154.35,credit_card,north,3,3.7,0,0
101889,55,M,15,0,1793.24,standard,3411.28,credit_card,east,16,6.2,0,0
101890,59,M,6,1,3287.89,standard,3089.61,bank_transfer,east,4,7.3,0,0
101891,38,F,14,0,3151.2,premium,4810.91,credit_card,west,15,8.0,0,0
101892,59,M,1,2,10214.13,premium,5297.29,bank_transfer,east,0,5.2,0,0
101893,30,M,7,1,421.58,basic,3164.88,credit_card,north,7,8.4,0,0
101894,81,F,11,1,2190.99,premium,4649.32,credit_card,north,13,4.4,0,0
101895,34,M,10,0,2910.11,standard,2891.56,bank_transfer,north,10,6.1,0,0
101896,26,F,5,1,1342.94,standard,3459.34,credit_card,east,4,8.0,0,0
101897,58,F,19,1,11864.58,basic,2823.41,credit_card,east,18,6.7,0,0
101898,18,F,12,1,7383.51,basic,3681.63,bank_transfer,south,10,5.8,0,0
101899,19,M,15,2,539.96,basic,4157.0,credit_card,east,15,9.0,0,0
101900,77,M,7,0,1056.82,basic,2899.41,credit_card,east,6,6.3,0,0
101901,65,M,16,3,3065.58,standard,3003.76,credit_card,south,18,3.0,0,0
101902,46,F,12,1,1862.54,standard,3524.29,credit_card,north,10,4.6,0,0
101903,27,M,3,2,10738.07,basic,2896.3,credit_card,east,4,8.3,0,0
101904,75,F,19,1,1833.27,basic,3173.83,credit_card,south,17,4.1,0,0
101905,77,F,9,0,2524.47,basic,3401.8,credit_card,west,9,8.8,0,0
101906,38,F,19,0,593.95,basic,3128.72,credit_card,east,19,6.4,0,0
101907,45,M,15,1,2503.03,premium,5181.75,credit_card,south,17,9.9,0,0
101908,51,M,16,0,7145.77,basic,3169.44,credit_card,west,14,7.9,0,0
101909,25,F,7,1,5087.92,basic,3128.74,credit_card,west,5,6.6,0,0
101910,76,M,10,0,3817.65,basic,2601.64,bank_transfer,north,10,4.3,0,0
101911,66,M,4,1,5080.13,standard,2908.72,credit_card,west,2,5.6,0,0
101912,34,M,15,1,5917.31,standard,2937.68,credit_card,east,14,8.0,0,0
101913,77,F,7,1,1740.99,standard,2741.48,bank_transfer,west,6,9.4,0,0
101914,62,F,15,0,1402.14,standard,3900.14,bank_transfer,south,13,4.6,1,0
101915,49,F,3,1,5352.4,basic,3939.78,credit_card,north,2,5.3,0,0
101916,61,F,5,2,1385.49,basic,2702.35,credit_card,south,5,4.1,1,0
101917,82,M,7,0,240.61,standard,3316.33,credit_card,west,8,7.1,0,0
101918,25,F,8,1,4871.2,standard,2934.82,credit_card,south,6,7.5,0,0
101919,60,M,12,0,7520.06,basic,3490.89,credit_card,east,14,6.3,0,0
101920,18,F,16,0,6271.86,standard,2568.52,credit_card,north,14,6.7,0,1
101921,68,M,8,2,12993.71,basic,2899.4,bank_transfer,west,8,7.2,1,0
101922,41,M,12,2,5733.06,standard,3185.35,credit_card,east,14,6.7,0,0
101923,41,M,8,1,4090.36,standard,2380.88,credit_card,west,10,4.5,1,1
101924,34,M,5,2,1691.76,standard,3213.05,bank_transfer,north,6,4.3,0,0
101925,22,F,9,1,6273.11,standard,2551.81,bank_transfer,east,7,7.7,0,0
101926,37,M,4,1,9773.65,standard,3390.83,credit_card,west,2,6.7,0,0
101927,38,M,6,1,688.0,premium,4813.91,credit_card,north,8,7.9,0,0
101928,75,M,10,1,5729.68,standard,2978.88,credit_card,south,9,3.8,0,0
101929,48,F,8,1,9094.47,standard,3145.51,credit_card,north,6,7.9,0,0
101930,28,M,9,0,2172.22,basic,3056.12,credit_card,west,7,6.1,0,0
101931,69,F,10,0,4744.88,standard,3311.5,credit_card,west,9,7.7,0,0
101932,32,M,2,1,6529.39,basic,3767.54,bank_transfer,south,3,6.4,0,1
101933,24,M,7,1,7637.01,premium,5597.16,cash,south,5,8.5,0,1
101934,45,M,16,1,821.95,premium,4737.63,credit_card,east,16,7.6,0,0
101935,68,F,6,1,2077.35,premium,4798.17,credit_card,west,5,6.4,0,0
101936,75,F,11,3,3940.81,basic,3103.03,credit_card,north,9,4.4,1,1
101937,22,M,15,1,1416.52,basic,2739.17,credit_card,east,14,6.5,1,0
101938,22,F,14,0,1813.21,basic,3338.12,bank_transfer,north,13,6.2,0,1
101939,25,F,12,0,6533.19,premium,5810.11,bank_transfer,north,13,10.0,0,0
101940,81,M,17,1,9598.41,basic,3201.66,bank_transfer,west,18,4.8,0,1
101941,27,F,17,3,7374.26,standard,3440.76,bank_transfer,east,19,5.6,0,0
101942,55,M,4,0,8489.61,basic,2694.99,credit_card,west,2,5.7,0,0
101943,25,F,13,0,6151.6,basic,3292.57,credit_card,north,14,9.1,0,0
101944,42,M,10,1,3072.72,basic,3112.75,bank_transfer,west,8,7.8,0,1
101945,83,M,2,0,9329.91,premium,4932.51,credit_card,east,4,4.8,0,0
101946,67,M,16,3,6834.8,premium,5073.56,credit_card,south,17,6.2,0,0
101947,84,F,11,3,7738.35,basic,3626.93,credit_card,south,12,5.7,0,0
101948,66,F,2,2,160.02,basic,3261.5,bank_transfer,north,4,5.3,0,0
101949,53,F,1,0,3799.85,premium,5277.67,credit_card,east,1,7.7,0,0
101950,58,M,3,3,8609.4,basic,2961.65,cash,north,3,6.3,1,1
101951,79,M,17,0,6330.87,basic,3309.71,credit_card,south,19,7.6,0,0
101952,27,M,19,0,873.99,standard,3086.86,credit_card,north,19,4.3,0,0
101953,38,M,13,2,1360.9,standard,3035.74,credit_card,south,13,2.7,0,0
101954,53,M,7,2,7046.25,basic,2963.84,credit_card,west,7,1.0,0,0
101955,29,F,1,0,5697.31,basic,2756.91,credit_card,west,1,6.4,0,1
101956,19,F,18,0,313.12,basic,3204.96,cash,west,17,5.7,0,1
101957,30,M,9,1,701.83,standard,3840.99,credit_card,south,8,6.5,0,0
101958,70,F,4,2,2938.81,standard,3299.33,credit_card,west,5,4.9,0,1
101959,49,F,10,0,9937.81,basic,3283.49,credit_card,west,8,6.4,0,0
101960,33,F,8,1,1368.66,premium,4771.96,credit_card,south,7,6.8,0,0
101961,49,F,15,2,3.34,standard,2896.68,bank_transfer,east,13,2.6,0,0
101962,49,F,4,2,14342.03,standard,2503.8,credit_card,east,6,7.1,0,0
101963,28,F,14,0,1216.67,basic,3815.88,credit_card,south,16,6.6,0,0
101964,27,M,13,1,2614.69,premium,5349.85,bank_transfer,west,15,4.9,0,0
101965,32,M,8,0,5068.62,standard,2981.73,credit_card,south,6,6.5,0,0
101966,34,F,19,2,7869.52,basic,3412.64,credit_card,south,21,4.0,0,0
101967,57,M,4,0,3676.18,basic,3308.96,bank_transfer,south,5,7.7,0,0
101968,35,M,14,0,4910.11,basic,2766.23,credit_card,east,12,7.6,1,0
101969,72,M,8,1,806.99,standard,3285.1,credit_card,east,9,6.3,0,0
101970,42,F,3,1,2437.73,basic,3019.6,bank_transfer,east,4,6.2,0,0
101971,76,F,3,0,4694.58,basic,2935.1,bank_transfer,west,3,8.6,0,0
101972,39,M,19,1,1729.05,basic,3450.86,credit_card,east,20,7.7,1,0
101973,47,M,6,0,1175.28,standard,3526.4,credit_card,north,5,4.3,0,1
101974,61,F,14,0,2426.21,standard,4174.29,credit_card,north,15,5.9,0,0
101975,49,M,16,2,13240.72,basic,3604.76,credit_card,east,18,6.9,0,1
101976,68,M,17,0,6611.82,basic,2584.17,credit_card,west,17,8.5,0,0
101977,63,F,6,0,15174.46,standard,3256.43,credit_card,north,4,10.0,0,0
101978,38,M,18,0,5193.54,basic,3333.24,cash,south,19,8.0,0,0
101979,49,M,9,0,3566.05,standard,3596.72,credit_card,north,9,4.2,0,0
101980,56,F,12,0,5398.77,standard,3365.56,credit_card,east,13,6.5,0,0
101981,29,M,1,1,4365.99,basic,3096.99,credit_card,west,2,7.7,0,0
101982,64,F,19,2,3914.14,basic,3377.16,credit_card,west,21,3.2,1,1
101983,35,M,10,0,5557.19,basic,3135.5,credit_card,east,9,7.4,0,0
101984,38,M,4,2,2095.4,standard,3102.88,bank_transfer,south,4,5.0,0,0
101985,30,M,5,0,1997.38,standard,4100.24,credit_card,east,5,7.7,0,0
101986,38,M,2,1,4644.26,premium,4876.57,credit_card,east,3,8.2,0,0
101987,25,F,0,0,593.23,basic,2697.44,credit_card,east,0,5.4,0,0
101988,63,F,2,3,4693.24,premium,5030.52,credit_card,west,0,8.5,0,0
101989,24,F,2,1,8124.33,standard,2347.16,credit_card,east,0,3.5,0,0
101990,40,M,3,1,4165.19,basic,2446.14,credit_card,west,4,7.3,1,0
101991,39,F,6,1,3400.29,standard,2605.94,credit_card,east,6,8.3,0,0
101992,39,M,14,0,603.21,standard,2913.8,credit_card,east,15,7.3,0,0
101993,46,F,10,0,7546.3,basic,4449.75,bank_transfer,north,8,5.8,0,0
101994,30,F,17,2,2742.83,standard,2939.41,credit_card,east,17,5.7,0,0
101995,19,M,11,0,6502.52,premium,5184.14,credit_card,south,10,5.5,0,0
101996,46,M,3,1,765.62,basic,2782.21,cash,west,4,5.4,0,0
101997,69,M,10,0,3674.38,premium,5224.73,bank_transfer,west,8,7.2,0,1
101998,44,F,5,1,3793.75,standard,3705.27,bank_transfer,north,3,6.7,0,1
101999,67,F,18,1,2958.69,standard,3930.51,credit_card,east,17,6.2,0,0
102000,40,M,17,0,4559.48,standard,3093.01,credit_card,north,18,7.6,0,1
102001,61,M,14,0,6067.3,standard,3117.86,cash,west,16,7.1,0,0
102002,39,M,2,0,3216.61,basic,3290.12,cash,east,4,6.4,0,0
102003,60,F,16,0,2185.3,standard,3595.92,credit_card,east,14,8.3,0,0
102004,54,M,0,0,664.54,basic,2968.71,credit_card,north,2,6.7,0,1
102005,78,M,1,1,873.19,standard,3279.91,credit_card,north,0,4.6,0,0
102006,73,M,18,1,10192.61,standard,2901.38,credit_card,south,20,6.6,0,0
102007,20,F,8,2,9952.22,basic,2731.45,credit_card,north,6,3.2,0,1
102008,80,M,7,0,5730.71,premium,4939.56,credit_card,east,7,5.5,0,0
102009,36,F,11,2,13061.06,standard,2793.41,credit_card,east,10,7.5,0,0
102010,40,M,14,1,1993.33,basic,3531.77,credit_card,west,12,9.8,0,0
102011,46,M,6,2,6378.18,premium,4304.62,cash,south,8,7.6,0,0
102012,47,M,15,0,4948.29,standard,3238.53,bank_transfer,west,16,8.0,0,0
102013,56,M,6,0,12.35,standard,2998.5,credit_card,north,8,7.3,0,0
102014,42,M,19,0,449.67,basic,3525.68,credit_card,west,18,5.0,0,0
102015,25,M,11,1,101.81,standard,3115.92,credit_card,north,13,8.3,0,0
102016,75,F,16,0,1800.42,premium,5521.59,bank_transfer,south,18,7.5,0,0
102017,33,M,10,0,12754.53,basic,2981.73,credit_card,north,11,5.6,0,1
102018,18,M,3,1,4807.75,standard,2695.89,credit_card,north,1,8.8,0,1
102019,22,F,18,2,9900.19,basic,3086.03,credit_card,north,18,9.1,1,0
102020,20,F,1,0,2516.3,basic,2941.75,credit_card,north,2,3.8,0,0
102021,82,F,1,2,3373.77,basic,2776.11,credit_card,east,0,7.3,1,0
102022,21,F,16,0,1153.52,standard,3028.14,bank_transfer,north,17,7.2,0,0
102023,81,M,8,1,824.69,basic,2343.57,credit_card,south,6,7.2,0,0
102024,27,F,0,1,3287.66,standard,3447.14,cash,south,0,8.9,0,0
102025,38,M,9,0,5022.46,basic,3270.61,credit_card,west,9,7.7,0,0
102026,63,M,14,1,7807.43,premium,5066.29,credit_card,west,14,6.9,0,0
102027,44,M,14,0,3744.14,standard,3801.25,bank_transfer,south,16,5.5,0,0
102028,83,M,1,1,8802.43,standard,2496.32,bank_transfer,north,3,6.5,0,0
102029,58,M,13,1,237.69,basic,2998.23,credit_card,east,12,7.2,0,0
102030,30,M,3,0,4807.32,standard,3192.69,credit_card,south,3,3.9,0,1
102031,26,M,17,0,4502.47,standard,3202.87,bank_transfer,south,15,6.0,0,0
102032,53,M,8,1,8004.78,basic,3158.91,credit_card,east,7,6.5,0,0
102033,75,M,1,0,1665.12,basic,2730.42,credit_card,south,3,6.3,0,0
102034,71,M,1,1,12706.42,basic,2477.66,credit_card,north,3,8.9,1,0
102035,29,M,17,0,1938.76,standard,3002.96,credit_card,west,19,4.8,0,0
102036,31,M,16,2,2682.09,standard,3510.33,bank_transfer,south,17,3.0,0,0
102037,51,F,8,0,5730.07,standard,3290.96,credit_card,north,8,10.0,0,0
102038,70,M,7,1,4349.26,standard,2748.39,credit_card,east,8,6.3,0,0
102039,37,F,1,1,1169.07,basic,2202.69,credit_card,east,0,5.1,0,0
102040,33,F,1,2,5432.52,basic,3002.24,credit_card,south,2,7.6,0,0
102041,73,M,4,0,7116.57,standard,2815.14,cash,north,4,6.5,0,0
102042,75,F,11,2,1014.84,premium,5167.37,cash,west,10,6.3,1,0
102043,21,M,15,3,6940.21,premium,5507.61,credit_card,east,15,6.0,0,0
102044,21,M,13,2,886.87,standard,3960.55,credit_card,south,13,7.6,0,1
102045,37,F,19,1,12409.84,basic,3164.84,credit_card,south,17,6.7,0,0
102046,27,M,1,0,5625.8,standard,2855.74,bank_transfer,south,0,8.6,0,0
102047,41,F,7,1,5755.65,basic,3009.03,credit_card,east,5,7.7,0,0
102048,43,F,3,2,5701.68,standard,3405.95,credit_card,north,5,4.3,0,0
102049,54,M,19,0,5833.9,standard,3495.19,bank_transfer,west,20,7.4,0,0
102050,71,M,8,1,3789.08,basic,3153.8,bank_transfer,west,6,5.3,0,0
102051,38,M,19,1,1456.07,standard,3548.95,credit_card,north,18,7.6,0,0
102052,55,M,18,1,5209.0,premium,4707.32,credit_card,north,20,6.7,0,0
102053,63,M,1,0,1578.24,basic,3080.73,credit_card,west,0,6.9,0,1
102054,21,F,15,0,4141.74,standard,3798.01,credit_card,south,16,4.6,1,1
102055,77,M,10,0,3476.96,standard,3226.06,credit_card,west,12,6.3,0,0
102056,74,M,7,1,343.39,basic,3181.14,credit_card,north,9,4.1,0,0
